0,0,10.0,10,0,6.0,2
0,5.0,0,0,0,1.25,0
0,0.0,0,0,0,0.0,0
0,0,10.0,10,0,6.0,2
0,0,10.0,10,0,6.0,2
0.0,0.0,10.0,10,0,6.0,2
0.0,1.6666666666666665,0,0,0,0.41666666666666663,0
0.0,0.0,10.0,10,0,6.0,2
0.0,2.7027027027027026,10.0,10,0,6.675675675675675,2
0.0,4.333333333333334,10.0,10,0,7.083333333333334,2
0,0,10.0,10,0,6.0,2
0.0,0.0,0,0,0,0.0,0
0.0,9.574468085106384,10.0,10,0,8.393617021276595,2
0,0,0,0,0,0.0,0
0.0,0.2127659574468085,10.0,10,0,6.053191489361702,2
0.0,7.5,10.0,10,0,7.875,2
0.0,0.0,10.0,10,0,6.0,2
10.0,0.0,10.0,10,0,7.5,2
0,0,0,0,0,0.0,0
0,0,0,0,0,0.0,0
0.0,0.0,10.0,10,0,6.0,2
0.0,0.0,10.0,10,0,6.0,2
0,0,0,0,0,0.0,0
0,0.0,10.0,10,0,6.0,2
0,0,10.0,10,0,6.0,2
0,0,0,0,0,0.0,0
